"ID";"Site";"Habitat";"Mg24";"Al27";"Cr52";"Fe57";"Cu65";"Zn66";"Ba138";"Pb208";"pred_adult_core"
"ID295";"AB";"Non-upwelling";352.5472892;5.724409781;25.60114382;19.63338218;0.280930203;3.455324987;0.440963142;0.007392677;"Non-upwelling"
"ID295";"AB";"Non-upwelling";330.4366578;5.723332053;21.58512415;9.3750978;0.453696685;4.261941808;0.400060884;0.006587731;"Non-upwelling"
"ID295";"AB";"Non-upwelling";363.8885849;7.230307019;25.94725585;14.2621775;0.397260249;5.15176455;0.484514375;0.005829939;"Non-upwelling"
"ID295";"AB";"Non-upwelling";346.4589683;6.845968119;23.72639514;17.1407456;0.200799985;2.783845873;0.460988267;0.010454022;"Non-upwelling"
"ID295";"AB";"Non-upwelling";324.1436181;8.692453194;24.30894023;16.11072297;0.599848621;2.720886804;0.580947312;0.014691995;"Non-upwelling"
"ID295";"AB";"Non-upwelling";324.031806;6.38789616;36.81500275;24.74847866;0.288035018;4.394185029;0.531010054;0.014439896;"Non-upwelling"
"ID295";"AB";"Non-upwelling";293.4161756;11.06178218;30.65490123;17.26283703;0.26653487;3.934007347;0.603706949;0.006316723;"Non-upwelling"
"ID295";"AB";"Non-upwelling";322.2816061;7.426193728;20.0328712;17.54272392;0.14487301;2.761872596;0.788713925;0.005927594;"Non-upwelling"
"ID295";"AB";"Non-upwelling";320.7464862;7.820178257;28.89861362;12.17118934;0.624574063;5.166983649;0.68313503;0.006957961;"Non-upwelling"
"ID295";"AB";"Non-upwelling";299.2332197;9.855667132;28.54069278;34.3737753;0.301345511;2.370074117;0.745115777;0.006315914;"Non-upwelling"
"ID295";"AB";"Non-upwelling";300.1296005;2.483831225;29.13370687;17.38956284;0.089320147;1.311938645;0.64965263;0.004091354;"Non-upwelling"
"ID295";"AB";"Non-upwelling";282.6962823;0.817910506;36.34564526;24.42625008;0.001013023;0.911505218;0.629541001;0.002597504;"Non-upwelling"
"ID295";"AB";"Non-upwelling";280.9001859;1.558538441;40.63722703;12.5519866;0.193158592;1.958156666;0.540929768;0.002977706;"Non-upwelling"
"ID295";"AB";"Non-upwelling";276.8067197;0.308159307;31.24912972;24.98376586;0.225610827;0.586400488;0.389774331;0.005100045;"Non-upwelling"
"ID295";"AB";"Non-upwelling";271.6463903;2.977173834;37.35368247;21.37013672;0.11716245;1.337163103;0.305075837;0.00561736;"Non-upwelling"
"ID295";"AB";"Non-upwelling";279.1605883;0.861901262;24.2034629;29.41307317;0.029718863;0.870105804;0.368292547;0.004029177;"Non-upwelling"
"ID295";"AB";"Non-upwelling";303.1640996;2.409027922;34.06803863;25.73934453;0.051098695;1.365724898;0.348533423;0.003718909;"Non-upwelling"
"ID295";"AB";"Non-upwelling";266.5494461;0.657988741;26.32791812;21.86836079;0.084791402;0.848645192;0.293908486;0.00303068;"Non-upwelling"
"ID295";"AB";"Non-upwelling";278.6784538;0.54886306;29.54132703;27.05457155;0.053511898;0.622946817;0.298596129;0.00124242;"Non-upwelling"
"ID295";"AB";"Non-upwelling";298.1827384;0.907598955;28.31186522;26.0801671;0.18906653;0.114975104;0.335037162;0.000875423;"Non-upwelling"
"ID295";"AB";"Non-upwelling";253.2306326;3.411440438;40.88735318;22.99278486;0.056860307;1.682062156;0.325675479;0.000174192;"Non-upwelling"
"ID295";"AB";"Non-upwelling";275.8674778;2.169099217;21.71306012;23.43626794;0.020612215;0.724124341;0.369873682;0.00064063;"Non-upwelling"
"ID295";"AB";"Non-upwelling";291.63443;2.181303702;31.25272431;23.99176231;0.170794382;0.592490363;0.348078739;0.00284461;"Non-upwelling"
"ID295";"AB";"Non-upwelling";276.1599949;0.455927273;21.50223571;19.6302421;0.164614096;0.489062528;0.400600387;0.001503691;"Non-upwelling"
"ID295";"AB";"Non-upwelling";308.6657187;9.247166622;33.39671097;25.09847021;0.038644721;0.376095792;0.452905629;0.001919951;"Non-upwelling"
"ID295";"AB";"Non-upwelling";278.4020984;0.42019561;31.30741373;26.92290563;0.152522234;0.497921476;0.504865104;0.002052419;"Non-upwelling"
"ID295";"AB";"Non-upwelling";274.5350182;3.344351621;29.2290899;25.84355821;0.146610656;0.262285636;0.596099239;0.001290862;"Non-upwelling"
"ID295";"AB";"Non-upwelling";266.9217525;0.70631909;27.83064506;22.90232317;0.140430371;0.266542211;0.705213852;0.001233871;"Non-upwelling"
"ID295";"AB";"Non-upwelling";252.4898803;0.275384355;20.03270952;23.52769037;0.080967139;0.160869783;0.608899419;0.003004745;"Non-upwelling"
"ID295";"AB";"Non-upwelling";246.3490044;2.577033706;32.14220155;32.31241178;0.062032815;0.187558773;0.449834814;0.001871996;"Non-upwelling"
"ID295";"AB";"Non-upwelling";284.2466574;2.482495013;34.3307964;27.52805954;0.122158222;0.072058442;0.370134427;0.000412237;"Non-upwelling"
"ID295";"AB";"Non-upwelling";273.5200558;2.387956319;25.72157007;33.27640422;0.115977937;0.250979658;0.38685119;0.001483309;"Non-upwelling"
"ID295";"AB";"Non-upwelling";279.1535863;2.297528003;15.89907297;28.8423333;0.112330303;0.266251309;0.419741206;0.000853854;"Non-upwelling"
"ID295";"AB";"Non-upwelling";256.5645413;2.20298931;37.93807765;34.5462101;0.103886074;0.430594652;0.430622136;0.006421585;"Non-upwelling"
"ID295";"AB";"Non-upwelling";255.9317266;2.108450616;22.67453627;32.76237168;0.097705789;0.273910924;0.453842485;0.006635865;"Non-upwelling"
"ID295";"AB";"Non-upwelling";238.6005459;0.039107364;35.59358945;35.28022745;0.022660448;0.353566242;0.328630304;0.003610687;"Non-upwelling"
"ID295";"AB";"Non-upwelling";284.5161211;0.676462354;8.073388468;35.82750906;0.085613926;0.484729318;0.300731059;0.007558879;"Non-upwelling"
"ID295";"AB";"Non-upwelling";251.7314707;1.833055291;26.90361833;29.7367089;0.098446973;0.394630715;0.323307213;0.002749372;"Non-upwelling"
"ID296";"AB";"Non-upwelling";371.4410346;20.82028366;0;49.85023663;0.52095336;3.41575279;0.687258406;0.003126223;"Marine"
"ID296";"AB";"Non-upwelling";401.1310671;67.06412935;0;49.13291453;0.55485941;3.535901871;0.744287031;0.009767029;"Marine"
"ID296";"AB";"Non-upwelling";366.642494;51.61164043;0;51.14733658;0.588839632;4.277969694;0.662215362;0.007627191;"Marine"
"ID296";"AB";"Non-upwelling";410.6681441;230.6589532;0;72.41699717;1.73706028;1.482204284;0.918827124;0.028644854;"Saline"
"ID296";"AB";"Non-upwelling";435.8080351;28.0359702;0.443844157;70.51478152;2.062734714;1.458856933;0.796155555;0.018095286;"Non-upwelling"
"ID296";"AB";"Non-upwelling";379.1015119;74.53704906;0;58.53864192;0.781656592;5.202305917;0.588476628;0.006347607;"Marine"
"ID296";"AB";"Non-upwelling";315.4221943;2.229598369;0;59.88114696;0.492241872;0.493107222;0.416501913;0.00141874;"Non-upwelling"
"ID296";"AB";"Non-upwelling";291.8274102;0.412464659;0;64.08335968;0.170117516;0.451005591;0.481252304;0.000548185;"Upwelling"
"ID296";"AB";"Non-upwelling";300.1283628;0.978931395;0;83.7377436;0.454563651;0.603681454;0.535793361;0.004313798;"Non-upwelling"
"ID296";"AB";"Non-upwelling";282.6563458;25.41277872;0;72.68853123;0.208457907;0.419385899;0.569685899;0.001104428;"Saline"
"ID296";"AB";"Non-upwelling";267.6200201;1.339070112;0;81.73035457;0.272689045;0.591436513;0.637112274;0.000977698;"Saline"
"ID296";"AB";"Non-upwelling";250.83256;0.303814195;0;76.95327389;0.183046871;0.370374233;0.560515274;0.00620215;"Non-upwelling"
"ID296";"AB";"Non-upwelling";256.9385551;23.83422101;0;75.95914097;0.194799434;0.087273596;0.556481367;0.006118191;"Non-upwelling"
"ID296";"AB";"Non-upwelling";252.743395;0.115805454;0;74.50875824;0.279242839;0.625636037;0.531925798;0.00080196;"Saline"
"ID296";"AB";"Non-upwelling";279.8101406;1.169510509;0;63.39670151;0.30989331;0.40103802;0.485965551;0.000786501;"Upwelling"
"ID296";"AB";"Non-upwelling";261.4154019;0.58387024;0;72.00617311;0.314942283;0.508322751;0.519466232;0.008239279;"Non-upwelling"
"ID296";"AB";"Non-upwelling";260.7472164;0.809417214;0;87.48792491;0.157696013;0.649890307;0.543567487;0.005789654;"Non-upwelling"
"ID296";"AB";"Non-upwelling";279.0718376;1.093011179;0;79.86571513;0.340899367;2.137505093;0.580807086;0.005873708;"Non-upwelling"
"ID296";"AB";"Non-upwelling";268.3282796;1.381332327;0;87.18068461;0.15377618;1.08008642;0.646259071;0.00277193;"Non-upwelling"
"ID296";"AB";"Non-upwelling";248.9748848;1.158717773;0;77.68384352;0.073338838;0.892930705;0.604804002;0.002161015;"Saline"
"ID296";"AB";"Non-upwelling";253.7087115;1.344087475;0;85.56489713;0.079252296;0.465622551;0.550063432;0.005457468;"Non-upwelling"
"ID296";"AB";"Non-upwelling";245.7674887;0.634067284;0;84.81576622;0.149278373;0.319908509;0.50251118;0.000715847;"Saline"
"ID296";"AB";"Non-upwelling";247.5421554;1.146836307;0;79.87377152;0.145965424;0.344135913;0.568075763;0.00019404;"Saline"
"ID296";"AB";"Non-upwelling";248.2995419;0.836556706;0;82.99712156;0.07477384;0.416273243;0.659763112;0.002361366;"Saline"
"ID296";"AB";"Non-upwelling";237.9603603;0.680560514;0;89.89314125;0.02761847;0.25049034;0.944619707;0.005128932;"Saline"
"ID296";"AB";"Non-upwelling";231.5225947;0.596037551;0;88.25808161;0.058421125;0.976683376;1.226526963;0.006608283;"Saline"
"ID296";"AB";"Non-upwelling";238.653412;16.47535641;0.006333351;88.78585637;0.320728825;0.055334425;1.155793616;0.002481543;"Saline"
"ID296";"AB";"Non-upwelling";222.9900134;15.96464656;1.325217211;82.27669649;0.116214672;0.205968973;0.863526224;0.004880704;"Saline"
"ID296";"AB";"Non-upwelling";300.442182;15.43072263;0.503798764;94.27140091;0.305431535;3.890560697;0.805109078;0.016617512;"Non-upwelling"
"ID296";"AB";"Non-upwelling";273.2379274;97.15723251;0.747004077;88.87331267;1.721408842;2.576990398;0.669132832;0.00959239;"Non-upwelling"
"ID296";"AB";"Non-upwelling";238.7411553;3.15793769;1.001264177;86.43933434;0.077167946;1.443468768;0.597329873;0.014783;"Non-upwelling"
"ID296";"AB";"Non-upwelling";252.3045063;3.586768103;1.255524277;79.83947364;0.174266838;0.84890374;0.575223098;0.000127932;"Saline"
"ID296";"AB";"Non-upwelling";245.4112762;2.520371401;1.49872959;81.21175688;0.059711722;0.094242399;0.754636195;0.004468209;"Saline"
"ID296";"AB";"Non-upwelling";230.8208333;0.400777736;1.75298969;91.56951131;0.126673378;0.22446604;0.934117008;0.008189215;"Saline"
"ID296";"AB";"Non-upwelling";230.0087628;0.527641776;2.00724979;89.70105248;0.019907076;0.039148671;0.766872148;0.00430029;"Saline"
"ID296";"AB";"Non-upwelling";231.5368203;11.76289737;2.250455103;86.48180914;0.070286005;0.747270273;0.68781405;0.00385946;"Non-upwelling"
"ID296";"AB";"Non-upwelling";227.3837738;11.22897344;2.504715203;80.68746266;0.112562963;0.125781577;0.804177805;0.004136022;"Saline"
"ID296";"AB";"Non-upwelling";238.1911675;10.69504951;2.033663896;86.91268397;0.236083818;0.081355731;0.906520922;0.004052063;"Saline"
"ID296";"AB";"Non-upwelling";225.546871;10.18433967;3.002180615;77.44158598;0.142182785;0.18905553;0.79712466;0.003971754;"Saline"
"ID296";"AB";"Non-upwelling";217.0464693;0.481387221;2.472728026;76.83497446;0.220786528;0.137175663;0.730409499;0.000767846;"Saline"
"ID297";"AB";"Non-upwelling";353.4746324;10.36046493;2.814596042;29.68466963;0.130952761;0.47285148;0.31830611;0.008125581;"Non-upwelling"
"ID297";"AB";"Non-upwelling";339.035832;8.341977959;4.96358848;34.80986419;0.447366769;1.183921176;0.605899109;0.0003097;"Non-upwelling"
"ID297";"AB";"Non-upwelling";315.6658384;6.092839158;9.953991199;30.72604911;0.118086403;1.089997474;0.438348838;0.007955239;"Non-upwelling"
"ID297";"AB";"Non-upwelling";306.3485089;4.37054479;2.008636029;32.62379108;0.252268594;1.417505673;0.431003369;0.007868175;"Non-upwelling"
"ID297";"AB";"Non-upwelling";312.2215309;7.4257065;4.783026749;47.18539356;0.116333806;0.469963282;0.492945358;0.036609931;"Non-upwelling"
"ID297";"AB";"Non-upwelling";318.0945529;58.73547155;7.028313074;181.1338865;0.299094503;0.464075386;0.294068701;0.002738341;"Non-upwelling"
"ID297";"AB";"Non-upwelling";267.2749064;3.423410948;1.104485816;51.12288465;0.02544572;0.098659742;0.27399071;0.007610768;"Marine"
"ID297";"AB";"Non-upwelling";270.8148311;1.554870943;1.823875394;40.56935282;0.05180472;0.13134315;0.362572329;0.007527489;"Non-upwelling"
"ID297";"AB";"Non-upwelling";280.977591;2.922789986;0.992201115;38.3785747;0.117352024;0.148750622;0.317170512;0.007440425;"Non-upwelling"
"ID297";"AB";"Non-upwelling";254.1207327;3.520404874;1.216271915;41.01067017;0.066374006;0.155484235;0.251418082;0.012263304;"Non-upwelling"
"ID297";"AB";"Non-upwelling";255.7241802;3.063331467;0.86146828;42.35592869;0.111190313;0.251031236;0.249435952;0.007270083;"Non-upwelling"
"ID297";"AB";"Non-upwelling";246.6063204;2.456142632;2.989654232;50.02455852;0.06136381;0.471096669;0.218888918;0.000261581;"Non-upwelling"
"ID297";"AB";"Non-upwelling";250.4898467;2.884013625;0.144302303;43.24384659;0.047599461;0.15871078;0.241164846;0.007095955;"Non-upwelling"
"ID297";"AB";"Non-upwelling";270.7319969;2.399958543;4.499329863;36.92235411;0.006900915;0.334328249;0.282595164;0.007012676;"Non-upwelling"
"ID297";"AB";"Non-upwelling";258.7385184;4.075567606;4.66138966;44.92609789;0.035376969;0.409478535;0.269583963;0.006925612;"Non-upwelling"
"ID297";"AB";"Non-upwelling";260.7055393;4.944782481;4.823449457;45.67937546;0.106846919;0.133301804;0.30958436;0.001493965;"Non-upwelling"
"ID297";"AB";"Non-upwelling";248.4734126;3.909678464;8.546102353;47.15863557;0.02666042;0.554696676;0.322224758;0.00025791;"Non-upwelling"
"ID297";"AB";"Non-upwelling";243.6426431;3.187968878;6.086719483;42.1661441;0.022743133;0.072427235;0.283275748;0.000763539;"Non-upwelling"
"ID297";"AB";"Non-upwelling";237.0924353;2.682409202;4.636782665;30.58396637;0.02281467;0.045829623;0.264174747;0.006584927;"Non-upwelling"
"ID297";"AB";"Non-upwelling";263.3741041;1.937081175;3.80852898;45.20219954;0.103417924;0.391592234;0.292309316;0.000228894;"Non-upwelling"
"ID297";"AB";"Non-upwelling";238.9589976;2.960043187;5.619656284;40.64378282;0.05031457;0.043833032;0.270918064;0.017537498;"Non-upwelling"
"ID297";"AB";"Non-upwelling";252.8333623;0.765718707;3.356405537;53.17943366;0.101703426;0.355290554;0.315731217;0.000887742;"Marine"
"ID297";"AB";"Non-upwelling";260.6964209;10.28273246;5.936729799;42.28193035;0.100827127;0.361037211;0.326115618;0.007615323;"Non-upwelling"
"ID297";"AB";"Non-upwelling";231.6912786;2.355929611;8.37913006;48.44008433;0.015645768;0.365788169;0.339286223;0.006153392;"Non-upwelling"
"ID297";"AB";"Non-upwelling";256.0547365;2.182173702;4.450701763;53.59212121;0.071106708;0.488671455;0.368067192;0.000125778;"Non-upwelling"
"ID297";"AB";"Non-upwelling";241.7249777;4.712949859;4.741472461;40.61496923;0.091471437;0.172351612;0.314312534;0.00598305;"Non-upwelling"
"ID297";"AB";"Non-upwelling";233.0990934;1.872132818;9.715742898;36.50131558;0.185335681;0.061906034;0.311191619;0.005895986;"Non-upwelling"
"ID297";"AB";"Non-upwelling";251.5404334;2.434611988;3.038976118;37.83129262;0.074845133;0.085042098;0.320163071;0.005812707;"Non-upwelling"
"ID297";"AB";"Non-upwelling";245.6547339;2.378288689;5.237407901;35.77868446;0.095645535;0.27906563;0.345821039;0.053080993;"Non-upwelling"
"ID297";"AB";"Non-upwelling";244.0996351;3.001048967;8.303103743;53.11442355;0.094807336;0.31708032;0.424219102;0.00124856;"Non-upwelling"
"ID297";"AB";"Non-upwelling";258.8265397;2.319893109;5.757576083;46.05137569;0.080161357;0.312595886;0.500409056;0.000429367;"Non-upwelling"
"ID297";"AB";"Non-upwelling";239.0703986;2.67137495;8.217840936;50.06131768;0.078697569;0.341288867;0.448109395;0.001139472;"Non-upwelling"
"ID297";"AB";"Non-upwelling";241.7534759;8.457304563;10.45406595;45.6767871;0.026189256;0.994566437;0.418758735;0.000149347;"Non-upwelling"
"ID297";"AB";"Non-upwelling";234.0821695;3.331544868;6.410837593;51.50191861;0.112188629;0.254713111;0.40626731;0.001823913;"Non-upwelling"
"ID297";"AB";"Non-upwelling";223.590348;4.987331476;11.04136175;41.50771992;0.126566627;0.198902206;0.394543243;0.001731406;"Non-upwelling"
"ID297";"AB";"Non-upwelling";253.7194753;3.572742366;4.570023357;50.24130716;0.035096593;0.242913105;0.374294614;0.001497004;"Non-upwelling"
"ID297";"AB";"Non-upwelling";232.2531602;2.843402984;7.464474654;42.91905391;0.088749444;0.403906177;0.293536666;0.005040487;"Non-upwelling"
"ID297";"AB";"Non-upwelling";239.4874227;3.878565474;7.949599017;51.32872082;0.241108766;0.372622456;0.328269031;0.004953423;"Non-upwelling"
"ID297";"AB";"Non-upwelling";252.6769005;2.876425764;2.338124519;56.24131;0.002714284;0.246134225;0.357901926;0.0002981;"Marine"
"ID297";"AB";"Non-upwelling";232.4651242;2.006159698;3.262859159;43.04957765;0.031541898;0.257999035;0.461853563;0.0021433;"Non-upwelling"
"ID298";"AB";"Non-upwelling";545.9768545;86.77230963;14.76991491;39.85485977;1.336680048;11.17018066;0.721062801;0.062242206;"Marine"
"ID298";"AB";"Non-upwelling";462.3851953;196.0082055;12.81599608;46.08833971;0.5781595;4.757332401;0.4819464;0.048802645;"Marine"
"ID298";"AB";"Non-upwelling";337.0146278;61.67683052;13.00463138;31.45002288;0.345924025;3.259002646;0.431881534;0.025278491;"Non-upwelling"
"ID298";"AB";"Non-upwelling";468.0056998;40.81895535;14.54158259;16.99442184;0.383128003;2.300391413;0.38700233;0.028037528;"Marine"
"ID298";"AB";"Non-upwelling";327.0390632;26.07266672;15.93528432;28.89152596;0.195757107;2.913620093;0.359816559;0.013626112;"Non-upwelling"
"ID298";"AB";"Non-upwelling";292.616028;101.2216724;14.39101052;40.68421985;0.333399172;4.619769179;0.380861332;0.016814029;"Non-upwelling"
"ID298";"AB";"Non-upwelling";287.8232128;39.83859505;12.11136291;27.27825132;0.251069124;5.842503966;0.370120048;0.02656892;"Non-upwelling"
"ID298";"AB";"Non-upwelling";313.9737592;152.7651631;18.20274802;33.29761118;0.541973097;9.282083416;0.363883735;0.036741072;"Non-upwelling"
"ID298";"AB";"Non-upwelling";521.9022243;3287.650687;19.07037238;25.47946702;0.5700076;10.83272796;0.419767514;0.031802694;"Non-upwelling"
"ID298";"AB";"Non-upwelling";453.0335095;3569.270175;22.44761022;41.49272972;0.449824027;7.232943962;0.392088001;0.034847617;"Non-upwelling"
"ID298";"AB";"Non-upwelling";417.6391122;735.9718105;14.42841682;47.08731156;0.865677173;5.930735719;0.458774698;0.035872852;"Marine"
"ID298";"AB";"Non-upwelling";371.9903803;713.9558555;16.92818501;44.81750149;0.613136761;5.875696988;0.521045987;0.060908781;"Marine"
"ID298";"AB";"Non-upwelling";322.9923894;3672.77693;21.47977975;46.1516766;0.3037563;6.115569029;0.44146073;0.013585555;"Non-upwelling"
"ID298";"AB";"Non-upwelling";300.0505213;2297.76473;17.71788138;45.39952437;0.138824939;6.463200949;0.470005966;0.013551682;"Non-upwelling"
"ID298";"AB";"Non-upwelling";332.5443488;2282.227531;14.38067555;49.73653096;0.702674441;12.48163622;0.435243726;0.032292375;"Non-upwelling"
"ID298";"AB";"Non-upwelling";556.0839442;1914.03398;19.19551834;60.73830026;1.391653468;21.77923038;0.405953957;0.041355348;"Non-upwelling"
"ID298";"AB";"Non-upwelling";319.7809135;117.0191218;22.44867736;37.94138324;0.754856377;9.29001223;0.348510964;0.011799433;"Non-upwelling"
"ID298";"AB";"Non-upwelling";279.8984594;41.20055771;13.17909946;34.30025985;0.182773293;3.774385946;0.330399699;0.007361039;"Non-upwelling"
"ID298";"AB";"Non-upwelling";240.0838746;7.677164293;8.353844433;38.5214397;0.044752751;0.859616335;0.30966053;0.000492151;"Non-upwelling"
"ID298";"AB";"Non-upwelling";238.0243176;3.587253282;9.488680443;35.72992826;0.105319597;0.608106257;0.309672589;0.000970391;"Non-upwelling"
"ID298";"AB";"Non-upwelling";245.1986449;1.535257084;9.140865092;40.10065669;0.522635555;1.231660122;0.320507909;0.014064368;"Non-upwelling"
"ID298";"AB";"Non-upwelling";253.4721874;3.639966274;10.73871833;42.54677273;0.207558709;0.643978392;0.313908311;0.001827042;"Non-upwelling"
"ID298";"AB";"Non-upwelling";265.7818355;1.647235631;9.235964077;42.94005345;0.332572708;0.434034034;0.303942431;0.002206543;"Non-upwelling"
"ID298";"AB";"Non-upwelling";248.2732105;12.81622043;10.15190261;51.64818549;0.016920568;0.219874928;0.258868999;0.003158917;"Non-upwelling"
"ID298";"AB";"Non-upwelling";244.4741304;1.336595496;8.224137102;48.65096344;0.117899122;3.309136419;0.254609739;0.005421275;"Non-upwelling"
"ID298";"AB";"Non-upwelling";251.2988492;1.433682736;9.00526215;39.7240712;0.108992076;0.264312335;0.263185237;0.001496191;"Non-upwelling"
"ID298";"AB";"Non-upwelling";335.2930732;1.159182009;9.859556894;48.76108533;0.071142859;2.997948434;0.277125457;0.013305421;"Non-upwelling"
"ID298";"AB";"Non-upwelling";258.2592569;367.4438681;9.908277487;42.75040493;0.119949031;0.143549295;0.292393059;0.005310948;"Non-upwelling"
"ID298";"AB";"Non-upwelling";251.3480927;1.912623781;10.75778877;54.38113153;0.058241061;0.181675365;0.26844211;0.011987855;"Marine"
"ID298";"AB";"Non-upwelling";234.0241803;1.111368905;8.885758134;42.43965167;0.00742489;0.335986108;0.230556364;0.000386122;"Non-upwelling"
"ID298";"AB";"Non-upwelling";244.0215969;2.199427762;9.303411794;51.86148933;0.257079892;0.011354275;0.248677076;0.004842841;"Non-upwelling"
"ID298";"AB";"Non-upwelling";255.8566142;0.254531928;9.556416469;53.61956284;0.247486882;0.047669457;0.300011558;0.000414471;"Non-upwelling"
"ID298";"AB";"Non-upwelling";250.4735671;1.154251531;8.964024534;48.98947637;0.291858957;0.138541671;0.249766946;0.009352723;"Non-upwelling"
"ID298";"AB";"Non-upwelling";240.27373;0.74254415;10.09487437;55.41655426;0.016208766;0.093597721;0.268887675;0.002165575;"Non-upwelling"
"ID298";"AB";"Non-upwelling";257.3261779;0.16715385;8.210639979;50.0805444;0.219124941;0.163570659;0.291966989;0.001582329;"Non-upwelling"
"ID298";"AB";"Non-upwelling";241.2254987;194.1878743;9.372750606;60.28864561;0.073311579;0.108531405;0.283441141;0.007361734;"Non-upwelling"
"ID298";"AB";"Non-upwelling";236.4034452;0.937910162;9.652297782;57.75103128;0.427817398;1.469068334;0.321850137;0.007434068;"Non-upwelling"
"ID298";"AB";"Non-upwelling";254.786468;1.049368572;8.873607218;60.13569161;0.181453731;0.087452112;0.300863577;0.003159469;"Non-upwelling"
"ID298";"AB";"Non-upwelling";237.8050927;2.75632673;6.988635748;58.75676674;0.181587077;0.175933821;0.321019016;0.001290608;"Marine"
"ID298";"AB";"Non-upwelling";235.9002377;2.194429616;7.882818261;63.59003368;0.045904539;0.500654526;0.290597322;0.004047238;"Non-upwelling"
"ID298";"AB";"Non-upwelling";222.0485396;1.282096068;7.0939554;57.33800344;0.162818145;0.860222277;0.241427196;0.002853249;"Non-upwelling"
"ID298";"AB";"Non-upwelling";217.6479723;1.544703354;7.264272714;57.62235132;0.031070338;0.03328946;0.236069065;0.002252795;"Non-upwelling"
"ID298";"AB";"Non-upwelling";238.0592507;3.007918989;9.175172955;58.64454113;0.080611799;0.003415268;0.299652131;0.00013484;"Marine"
"ID298";"AB";"Non-upwelling";231.9169839;1.183841185;10.62217392;56.71718002;0.134456203;0.441372272;0.304148897;0.003152571;"Non-upwelling"
"ID298";"AB";"Non-upwelling";230.1174188;0;10.13012009;56.21453648;0.020320294;0.082753599;0.361328988;0.004268104;"Non-upwelling"
"ID299";"AB";"Non-upwelling";413.5269296;38.81077103;36.78859466;18.17614193;0.604883897;2.921402505;0.636092118;0.022957135;"Non-upwelling"
"ID299";"AB";"Non-upwelling";334.8477619;29.03092965;22.51535019;25.78951781;0.730561722;2.436622919;0.578026199;0.124809791;"Non-upwelling"
"ID299";"AB";"Non-upwelling";332.8580043;15.9967572;32.81332611;27.2931058;0.325234302;1.472567696;0.598413381;0.017233605;"Non-upwelling"
"ID299";"AB";"Non-upwelling";358.7286334;16.44945581;33.68507935;23.15828573;1.094913065;0.922490422;0.68369324;0.017596357;"Non-upwelling"
"ID299";"AB";"Non-upwelling";346.5312254;20.85795389;39.34986931;24.97168856;0.309701123;1.732999481;0.81423303;0.018922295;"Non-upwelling"
"ID299";"AB";"Non-upwelling";316.8460176;38.66888357;23.01854176;22.82375524;0.277165751;1.610689935;0.765688101;0.02540725;"Non-upwelling"
"ID299";"AB";"Non-upwelling";328.3443714;40.2293487;33.70840824;28.77827156;0.339265179;1.772822757;0.588974187;0.018128678;"Non-upwelling"
"ID299";"AB";"Non-upwelling";309.4304712;34.23218956;28.26742339;37.67199928;0.272256056;1.621118704;0.613080302;0.023072199;"Non-upwelling"
"ID299";"AB";"Non-upwelling";320.0380029;31.06204058;32.58232404;38.77423523;0.525815685;2.619846272;0.668984815;0.101709056;"Non-upwelling"
"ID299";"AB";"Non-upwelling";425.3010631;768.8157926;36.0973476;62.55826681;2.112837341;12.34446823;0.922729684;0.128198342;"Non-upwelling"
"ID299";"AB";"Non-upwelling";342.4006939;836.5122139;38.42790566;54.04625926;1.060592512;8.626268374;0.999336871;0.133682122;"Non-upwelling"
"ID299";"AB";"Non-upwelling";354.0326646;565.156512;43.17904436;54.02358405;1.693825291;11.56929652;1.000521674;0.108811008;"Non-upwelling"
"ID299";"AB";"Non-upwelling";347.4175248;432.3570421;47.71355352;49.43892017;0.67940954;7.370492997;0.91179631;0.055114411;"Non-upwelling"
"ID299";"AB";"Non-upwelling";311.5396561;64.68018341;41.3332516;49.98454749;0.192650459;5.030348073;0.944787153;0.043993284;"Non-upwelling"
"ID299";"AB";"Non-upwelling";357.7995619;161.8351776;42.49934177;161.1101778;2.566714018;2.924503458;0.734419883;0.189196893;"Non-upwelling"
"ID299";"AB";"Non-upwelling";332.204133;100.6059429;49.71833741;88.78021324;1.69255881;2.878417131;0.993610993;0.038357952;"Non-upwelling"
"ID299";"AB";"Non-upwelling";306.608704;69.4367067;36.93786607;47.32439394;0.543616041;3.72122333;0.770961415;0.010080396;"Non-upwelling"
"ID299";"AB";"Non-upwelling";289.5415708;16.12502589;34.42106116;47.8378634;0.30646558;2.174494077;0.721897923;0.182151175;"Non-upwelling"
"ID299";"AB";"Non-upwelling";281.8123522;27.19801399;42.46857197;52.69852642;0.17827304;2.513349808;0.597537099;0.017753864;"Non-upwelling"
"ID299";"AB";"Non-upwelling";282.6204202;15.63687955;31.84144753;55.36368194;0.031670769;1.172876694;0.745942373;0.010100318;"Non-upwelling"
"ID299";"AB";"Non-upwelling";279.6685776;16.65352789;33.10613884;54.74296892;0.224399201;1.457906218;0.789726036;0.012642369;"Non-upwelling"
"ID299";"AB";"Non-upwelling";332.0618009;11.47419889;32.76978909;47.43951173;0.341415561;0.779938154;0.769628868;0.014704768;"Non-upwelling"
"ID299";"AB";"Non-upwelling";274.0120953;7.195477618;29.18018356;59.51985512;0.215684168;0.681631345;0.735575363;0.006025661;"Non-upwelling"
