"ID";"Site";"Habitat";"Mg24";"Al27";"Cr52";"Fe57";"Cu65";"Zn66";"Ba138";"Pb208";"pred_adult_core"
"ID143";"AK";"Non-upwelling";267.7932302;17.41804655;13.24415836;19.51834206;0.360560247;3.247241002;0.782847694;0.040194025;"Non-upwelling"
"ID143";"AK";"Non-upwelling";350.8554205;11.9932982;18.73976375;19.97625022;0.255496442;3.139526769;0.943569539;0.009141677;"Non-upwelling"
"ID143";"AK";"Non-upwelling";272.3267607;17.98725461;14.64192562;20.41424933;0.286273384;4.559724698;1.023168177;0.010515254;"Non-upwelling"
"ID143";"AK";"Non-upwelling";272.1256447;8.069071557;14.06963771;20.87215749;0.415259424;4.311010995;1.127317747;0.012791735;"Non-upwelling"
"ID143";"AK";"Non-upwelling";269.8898449;5.402213032;16.6392683;21.33006565;0.204469894;3.156100692;0.78836646;0.01392551;"Non-upwelling"
"ID143";"AK";"Non-upwelling";219.3067965;8.936429393;13.81642788;21.76806476;0.052554496;0.591594291;0.782502412;0.01460191;"Saline"
"ID143";"AK";"Non-upwelling";225.8340499;5.023764508;16.50777064;22.22597292;0.20536713;0.903605636;0.935298461;0.00069663;"Upwelling"
"ID143";"AK";"Non-upwelling";232.9093192;4.131427486;20.91229066;22.68388108;0.049716283;1.494487952;0.583938812;0.0026298;"Non-upwelling"
"ID143";"AK";"Non-upwelling";231.2293832;2.939045646;19.15705435;23.12188019;0.035585369;2.21857915;0.501154021;0.014421202;"Non-upwelling"
"ID143";"AK";"Non-upwelling";231.0250824;3.539269339;19.74031991;23.57978835;0.212852478;0.842381264;0.491628456;0.009068332;"Non-upwelling"
"ID143";"AK";"Non-upwelling";250.2595535;3.647466735;19.02933942;24.01778746;0.19052502;1.412057797;0.550209878;0.008864358;"Non-upwelling"
"ID143";"AK";"Non-upwelling";221.0331714;3.79051546;21.12211334;24.47569562;0.024699181;1.777417038;0.493282908;0.004674228;"Non-upwelling"
"ID143";"AK";"Non-upwelling";265.6606297;6.356608036;25.57445912;24.93360378;0.07008136;2.222505702;0.594280947;0.00546678;"Non-upwelling"
"ID143";"AK";"Non-upwelling";244.6576048;5.572072655;23.86840329;25.37160289;0.04194794;1.346988078;0.543461837;0.003316389;"Non-upwelling"
"ID143";"AK";"Non-upwelling";249.2636115;3.86431579;22.85922606;25.82951105;0.1256627;0.103753824;0.462201748;0.006108973;"Non-upwelling"
"ID143";"AK";"Non-upwelling";227.1599095;4.319909587;25.05513955;26.28741921;0.073603547;0.440849519;0.454674568;0.00038045;"Non-upwelling"
